,interview,task,meanpupilsize,stddevpupilsize,maxpupilsize,minpupilsize,startpupilsize,endpupilsize
268,EO-166,EO-166_allsc,0.0191172155557,0.110529952709,1.24177384834,-0.370811913668,-0.0725301542216,0.0999139879583
269,EO-166,Reading,0.0155950745176,0.101401018645,0.822315124117,-0.305562778789,0.0533074630448,0.109235292941
270,EO-166,CookieTheft,0.0268420518505,0.109320172981,1.24177384834,-0.370811913668,0.249054867681,0.0439861580621
271,EO-166,PupilCalib,-0.00555514632117,0.148318627454,0.654531634429,-0.291580821315,-0.0725301542216,-0.00262036685136
272,EO-182,EO-182_allsc,-0.0663199655554,0.0954537986862,0.386721550699,-0.351707675048,-0.00156048349683,-0.167967069581
273,EO-182,Reading,-0.00669832756821,0.0544269090122,0.386721550699,-0.164500265704,0.0712423979149,-0.0379619242027
274,EO-182,CookieTheft,-0.176558760753,0.0544249351685,0.263650013074,-0.303172420774,-0.0188945028806,-0.0379619242027
275,EO-182,PupilCalib,-0.006831730375,0.0296773180618,0.0504415746544,-0.114231609491,-0.00156048349683,-0.0500957377713
276,EO-186,EO-186_allsc,-0.0319212728783,0.0844960994467,0.436928702011,-0.425959780622,-0.0402193784278,0.0603290676417
277,EO-186,Reading,0.0139099911381,0.051654884916,0.382084095064,-0.312614259598,0.0073126142596,0.0639853747715
278,EO-186,CookieTheft,-0.133691272785,0.0682404279509,0.436928702011,-0.425959780622,-0.0530164533821,-0.0639853747715
279,EO-186,PupilCalib,-0.00272701878213,0.0478919565628,0.159049360146,-0.228519195612,-0.0402193784278,-0.0493601462523
280,ER-017,CookieTheft,0.100834081484,0.149660053337,0.598981017339,-0.387624291232,-0.00583449749363,0.0281863752157
281,ER-017,PupilCalib,0.00618689196222,0.0845485075012,0.398635878051,-0.35738351549,-0.013394691429,0.130248993344
